Date,AL522251 Corp,LW926911 Corp,UV965737 Corp,QZ914329 Corp,EI856512 Corp,JK556160 Corp,EJ668774 Corp,EK956113 Corp,JV519623 Corp,QZ027016 Corp,AP696780 Corp,AN264861 Corp,EJ896365 Corp,QZ932800 Corp,EK602872 Corp,EK876596 Corp,JK925831 Corp,EK413343 Corp,EC577397 Corp,EK817983 Corp,EJ825356 Corp,EH911617 Corp,EJ543555 Corp,EK950276 Corp,LW096988 Corp,EK323605 Corp,EH238660 Corp,ED202551 Corp,ED722564 Corp,DD114535 Corp,EC858966 Corp,QZ934215 Corp,ED520104 Corp,LW450039 Corp,UV353988 Corp,AL286544 Corp,QZ703311 Corp,DD101964 Corp,EK556874 Corp,EK711926 Corp,EJ557775 Corp,EK248504 Corp,EK589492 Corp,EG465527 Corp,EC972391 Corp,EJ825362 Corp,DD006150 Corp,AL606566 Corp,QZ388196 Corp,EF643945 Corp,EH428530 Corp,LW943413 Corp,QZ614061 Corp,EC281464 Corp,EI993209 Corp,AP218488 Corp,DD102109 Corp,JK919656 Corp,QZ934241 Corp,QZ186750 Corp,EK474239 Corp,QJ221473 Corp,AN506087 Corp,EK278403 Corp,QZ027014 Corp,DD116288 Corp,QZ926111 Corp,EF655174 Corp,AP365213 Corp,EH954198 Corp,EF298242 Corp,EK726109 Corp,AQ252828 Corp,QZ321647 Corp,EG572181 Corp,LW075231 Corp,EJ914322 Corp,AL531142 Corp,EF145527 Corp,JK918752 Corp,AL011199 Corp,EF300335 Corp,EJ503911 Corp,UV888227 Corp,EF082296 Corp,EI342886 Corp,EC988990 Corp,BK343472 Corp,EK424768 Corp,EK112497 Corp,EC775139 Corp,EG572197 Corp,EK492827 Corp,JV956668 Corp,QZ026677 Corp,AP157118 Corp,LW943373 Corp,EJ379529 Corp,EJ438862 Corp,AN447381 Corp,LW544865 Corp,AL482914 Corp,EF335970 Corp,EH301985 Corp,UV887597 Corp,QZ186744 Corp,QZ549248 Corp,EJ433497 Corp,EF082300 Corp,EJ914730 Corp,EJ999798 Corp,LW009646 Corp,EJ926334 Corp,EK647533 Corp,EF143473 Corp,EF481538 Corp,EK143534 Corp,EF082292 Corp,EH592043 Corp,AL085424 Corp,EJ392352 Corp,LW471192 Corp,AO584163 Corp,JK305023 Corp,EG572213 Corp,AN077116 Corp,LW449261 Corp,EF473239 Corp,AP954222 Corp,EJ577508 Corp,EK006565 Corp,EK006547 Corp,QZ506838 Corp,EJ547034 Corp,EI523569 Corp,EK143372 Corp,EG518956 Corp,AN751483 Corp,QZ099318 Corp,EJ887428 Corp,QZ230825 Corp,QZ556912 Corp,EJ347875 Corp,JV868916 Corp,EC755678 Corp,EC988967 Corp,BK343576 Corp,EJ392367 Corp,EK969554 Corp,EK101595 Corp,EF082268 Corp,EF082272 Corp,EF531147 Corp,EJ747333 Corp,EF801785 Corp,EJ781396 Corp,EJ814435 Corp,QJ616465 Corp
17/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.897,,,,,,,71,,,,,,,,,,,,,108.532,,,77.066,87.088,,72.519,,,160.09,,,,178.575,141.275,105.74,,,,,,50.652,,143.847,139.501,7.92,,24.196,,157.067,102.834,67.535,120.073,,,153.672,132.989,,102.47,128.258,,96.785,54.812,,56.567,144.481,46.848,66.189,170.79,,95.863,,130.811,104.391,71.43,,148.788,76.722,,,129.497,86.822,53.114,53.148,80.627,133.777,62.757,142.417,92.355,79.707,83.605,140.504,87.024,151.039,110.093,110.917,32.967,33.293,,107.738,138.193,148.869,53.465,159.306,56.155,137.566,80.464,137.894,138.193,
18/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.975,,,,,,,71.699,,,,,,,,,,,,,109.793,,,78.802,88.024,,73.203,,,165.364,,,,178.645,140.729,105.783,,,,,94.706,54.146,,144.197,157.373,7.85,,24.509,,158.313,104.392,69.327,96.536,,106.079,156.11,135.003,,107.337,129.734,,98.421,57.997,,59.645,146.601,47.275,66.571,173.258,,97.198,,132.297,107.425,78.044,,149.211,84.209,,92.581,131.006,88.635,56.42,56.45,82.656,135.061,63.008,143.439,94.152,86.901,85.633,140.946,89.067,151.039,111.266,113.009,33.471,33.745,,109.062,139.273,149.961,53.894,159.628,56.665,138.797,82.141,139.111,139.386,
19/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.049,,,,,,,71.414,,,,,,,,,,,,,108.798,,,79.599,89.284,,72.962,,,165.703,,,,,139.439,105.86,,,,,,83.736,,144.761,143.516,8.204,,23.972,,158.418,149.377,70.773,118.93,,,154.54,135.105,,107.521,129.719,,99.373,84.184,,84.273,146.178,47.424,66.205,163.382,,97.982,,132.153,106.614,83.139,,149.725,94.816,,,131.733,88.959,84.009,84,84.102,135.393,62.55,143.735,95.576,94.896,87.077,140.686,90.525,151.204,111.57,114.349,33.452,33.769,,109.418,139.624,150.368,54.05,160.221,56.645,139.262,83.32,139.453,139.591,
22/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.738,,,,,,,70.905,,,,,,,,,,,,,,,,80.538,,,72.54,,,163.09,,,,178.538,144.871,106.375,,,,,94.593,79.467,,143.994,143.035,7.946,,24.584,,157.043,148.238,71.534,121.795,,106.345,155.225,134.7,,107.948,129.48,,100.283,79.742,,79.768,146.975,47.081,67.025,166.45,,98.937,,131.951,107.273,79.165,,149.131,90.713,,96.869,130.335,89.803,79.635,79.624,84.662,135.061,63.319,143.398,96.11,90.849,87.662,140.342,91.146,153.784,110.459,114.644,33.738,33.991,,108.254,139.292,150.067,53.685,159.517,56.848,138.852,84.148,139.084,139.264,
23/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.908,,,,,,,71.115,,,,,,,,,,,,,110.761,,,84.559,92.825,,72.74,,,164.796,,,,179.305,147.984,105.497,,,,,94.457,79.462,,144.207,145.433,8.19,,26.796,,157.777,149.389,75.169,122.967,,106.478,155.796,134.455,,113.728,129.987,,104.173,79.795,,79.842,148.848,47.123,69.634,173.781,,102.8,,132.437,109.221,78.864,,149.644,90.42,,97.207,130.754,94.102,79.666,79.655,88.349,135.585,65.573,143.513,99.677,90.675,91.361,139.816,94.858,155.898,111.315,118.441,33.422,33.785,,109.098,139.437,150.169,53.71,159.888,56.786,139.308,87.908,139.454,139.544,
24/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.446,,,,,,,71.09,,,,,,,,,,,,,107.448,,,85.866,92.559,,72.656,,,165.243,,,,179.422,148.821,105.267,,,,,94.404,80.083,,144.055,145.584,7.946,,27.252,,156.957,149.526,76.768,122.458,,98.296,154.943,134.608,,116.749,128.905,,105.407,79.607,,79.373,147.914,47.293,70.394,180.887,,104.018,,131.288,108.237,82.487,,149.083,94.053,,91.218,131.296,95.409,79.791,79.772,90.199,134.469,66.161,142.487,101.158,94.234,93.192,138.538,96.709,156.144,110.548,119.881,33.958,34.16,,108.318,138.431,149.246,53.911,159.77,56.578,138.306,89.099,138.536,138.653,
25/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.734,,,,,,,70.843,,,,,,,,,,,,,107.071,,,89.741,91.618,,72.306,,,164.347,,,,181.139,149.719,105.266,,,,,94.028,72.911,,143.658,147.872,8.051,,29.998,,156.58,149.289,81.065,123.958,,105.299,156.388,135.727,,114.539,129.738,,109.527,70.981,,70.318,149.788,47.061,73.53,172.813,,107.7,,132.121,109.816,84.371,,148.791,96.148,,94.769,131.14,98.921,71.709,71.694,94.157,135.276,69.034,142.904,105.368,96.18,97.177,139.059,100.702,158.225,110.358,124.07,33.225,33.645,,108.052,138.892,149.764,53.654,159.415,57.009,139.229,93.355,139.464,139.59,
26/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.796,,,,,,,,,,,,,106.462,,,88.316,90.851,,72.272,,,,,,,181.62,150.47,,,,,,93.064,59.123,,143.479,,8.198,,27.726,,156.302,149.49,80.82,,,104.315,,136.722,,,130.019,,108.06,55.511,,54.638,,47.133,70.827,144.916,,106.795,,132.576,,87.976,,148.496,100.364,,95.115,131.191,97.823,56.772,56.771,93.676,135.393,66.572,143.119,104.376,100.126,96.696,139.606,100.238,,110.267,124.492,33.522,33.771,,108.13,139.127,149.895,53.712,159.37,56.909,139.326,93.016,139.635,139.893,
29/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.295,,,,,,,71.241,,,,,,,,,,,,,108.374,,,94.413,95.135,,72.975,,,166.925,,,,186.598,145.724,103.896,,,,,93.43,70.406,,143.838,159.659,8.527,,29.958,,156.392,150.536,86.28,132.101,,104.932,165.462,135.702,,134.302,132.402,,114.327,67.963,,67.121,162.174,47.429,74.545,172.976,,112.428,,134.838,119.573,83.938,,148.791,95.465,,96.943,132.626,103.343,68.891,68.869,99.052,138.017,69.472,145.19,110.22,95.596,102.095,139.587,105.671,167.23,110.667,128.738,33.742,33.993,,108.343,141.308,152.178,53.977,159.832,56.826,142.151,98.255,142.464,142.714,
30/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.758,,,,,,,71.016,,,,,,,,,,,,,98.341,,,95.662,94.072,,72.716,,,170.856,,,,186.394,145.384,104.928,,,,,93.396,56.176,,142.958,156.952,7.908,,36.429,,157.684,152.968,87.437,126.421,,104.396,164.211,136.324,,133.571,129.679,,115.144,52.515,,51.628,160.255,47.06,80.111,178.002,,114.012,,132.15,113.656,86.153,,147.896,98.289,,97.424,132.946,106.456,53.79,53.787,100.817,135.461,75.679,142.471,111.57,98.281,103.842,138.198,107.44,161.778,112.001,129.183,33.171,33.505,,109.881,138.5,149.225,53.595,159.012,57.086,139.566,98.979,139.864,140.11,
31/05/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.818,,,,,,,70.854,,,,,,,,,,,,,97.694,,,92.286,92.285,,72.528,,,166.69,,,,184.187,145.917,104.885,,,,,93.868,69.05,,143.264,155.475,7.855,,34.301,,158.431,152.335,83.822,123.793,,105.477,161.347,135.419,,124.583,129.383,,111.657,66.473,,65.585,158.103,47,77.242,187.908,,110.761,,131.904,110.653,82.837,,148.205,94.401,,97.31,131.929,103.227,67.449,67.425,97.489,134.885,73.065,142.534,107.772,94.543,100.513,139.124,104.126,159.377,112.838,127.239,33.114,33.408,,110.781,138.486,149.05,53.544,159.316,56.418,139.004,95.524,139.274,139.505,
01/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.147,,,,,,,70.64,,,,,,,,,,,,,96.856,,,86.765,91.152,,72.616,,,166.444,,,,188.066,143.787,105.25,,,,,93.974,79.321,,143.072,152.327,7.677,,33.386,,158.575,152.686,77.293,118.846,,105.22,159.746,135.882,,120.841,129.574,,105.713,74.309,,72.574,155.312,46.703,75.905,175.762,,106.163,,132.057,105.715,103.175,,148.007,114.416,,96.599,132.59,99.396,76.238,76.187,90.293,135.155,72.093,142.423,101.149,114.615,93.348,138.83,96.967,154.838,112.989,122.116,32.769,33.119,,110.995,138.422,149.115,53.273,159.01,56.758,139.088,89.144,139.246,139.351,
02/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.359,,,,,,,71.271,,,,,,,,,,,,,97.635,,,82.175,90.056,,72.905,,,163.778,,,,188.808,146.585,102.312,,,,,93.986,81.216,,143.505,149.688,8.39,,31.261,,,,73.896,113.946,,105.422,156.464,187.095,,116.421,129.696,,101.573,75.787,,73.906,151.334,47.314,73.007,162.269,,102.16,,132.23,100.686,105.991,,148.447,117.27,,96.124,,94.662,77.881,77.826,86.599,135.209,69.713,142.818,98.012,117.454,89.688,139.48,93.311,150.257,,117.361,33.352,33.7,,,138.732,149.323,53.901,159.372,56.825,139.254,85.679,139.478,139.657,
05/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.423,,,,,,,77.376,,,,,,,,,,,,,97.512,,,82.838,89.999,,81.867,,,163.743,,,,189.121,145.039,102.171,,,,,93.566,82.759,,143.608,151.827,8.094,,31.525,,158.6,150.353,74.091,117.046,,105.379,158.72,138.432,,117.753,131.802,,102.194,77.541,,75.734,153.813,50.003,73.502,165.739,,102.614,,134.266,103.251,106.418,,148.342,117.674,,96.696,133.11,95.357,79.553,79.501,86.773,137.306,70.074,145.039,97.994,117.826,89.874,140.968,93.534,152.789,113.427,117.77,33.425,33.949,,111.352,141.025,151.745,56.454,159.764,56.932,141.391,85.883,141.589,141.728,
06/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.701,,,,,,,78.137,,,,,,,,,,,,,97.035,,,84.857,89.173,,81.656,,,166.905,,,,185.49,145.597,102.075,,,,,95.66,69.299,,143.613,149.261,7.82,,31.794,,158.407,151.579,76.336,112.112,,106.258,156.968,137.689,,113.891,131.184,,104.257,62.927,,61.11,150.996,50.201,74.318,163.202,,104.778,,133.606,98.144,109.449,,148.283,121.284,,98.766,133.455,96.682,65.257,65.225,89.07,136.873,70.641,144.701,100.028,121.267,92.163,140.957,95.845,147.959,113.24,118.663,33.249,33.824,,111.181,140.68,151.47,56.624,159.7,57.092,140.864,87.951,141.029,141.119,
07/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.729,,,,,,,78.135,,,,,,,,,,,,,96.307,,,84.318,88.262,,81.587,,,166.009,,,,186.005,138.674,100.988,,,,,94.671,84.039,,143.141,152.801,7.887,,32.353,,159.64,151.37,75.248,117.847,,105.637,159.712,138.387,,118.576,132.87,,103.591,78.704,,76.856,154.787,50.141,74.631,178.003,,104.06,,135.31,103.061,107.671,,147.906,118.862,,94.898,134.304,96.765,80.759,80.705,88.255,138.44,70.908,146.663,99.072,119.034,91.363,141.922,95.055,153.119,114.406,117.895,33.375,33.896,,112.26,142.518,153.166,56.578,159.377,56.682,143.021,87.002,143.319,143.575,
08/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.422,,,,,,,78.383,,,,,,,,,,,,,98.125,,,85.705,88.788,,81.691,,,165.689,,,,184.432,129.26,100.441,,,,,93.113,48.557,,143.257,152.636,8.135,,31.667,,158.34,151.26,76.999,116.978,,105.136,157.762,138.507,,113.867,131.708,,104.92,57.268,,60.217,153.501,50.492,74.123,188.319,,105.487,,134.154,100.62,70.409,,148.134,67.801,,94.965,135.143,98.264,53.938,53.925,90.007,137.242,70.21,145.488,100.678,74.411,93.122,142.12,96.827,151.572,113.184,119.549,33.696,34.234,,110.962,141.456,152.29,56.931,159.537,57.043,141.546,88.539,141.716,141.827,
09/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.164,,,,,,,78.84,,,,,,,,,,,,,97.851,,,86.892,87.59,,82.273,,,165.302,,,,185.42,128.002,101.019,,,,,93.317,83.623,,143.98,152.487,8.447,,34.098,,158.187,151.767,77.686,118.02,,104.389,158.359,,,110.409,,,105.983,78.439,,76.646,153.899,51.072,76.603,91.975,,106.776,,,99.403,108.327,,148.907,119.362,,92.33,133.574,100.016,80.437,80.386,90.588,,72.738,,101.423,119.488,93.716,,97.432,153.214,113.298,120.349,34.633,35.133,,111.185,,,57.512,160.207,57.111,,89.393,,,
12/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.49,,,,,,,78.158,,,,,,,,,,,,,97.63,,,86.712,88.438,,81.808,,,164.463,,,,185.269,126.09,101.441,,,,,93.423,83.012,,143.328,151.333,8.208,,34.823,,157.445,151.201,78.071,117.244,,104.721,157.597,138.341,,111.404,131.966,,105.838,77.799,,75.995,152.877,50.63,77.168,-47.843,,106.519,,134.457,98.731,108.567,,147.958,119.576,,91.244,132.883,100.077,79.808,79.756,91.082,137.471,73.28,144.916,101.586,119.846,94.224,140.072,97.978,156.132,112.751,120.562,34.013,34.638,,110.642,140.745,151.236,57.064,159.526,57.171,142.128,89.522,142.379,142.593,
13/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.886,,,,,,,78.178,,,,,,,,,,,,,97.154,,,85.993,89.058,,81.684,,,163.117,,,,181.538,143.29,101.032,,,,,93.809,67.811,,143.155,150.148,7.955,,34.339,,158.149,152.119,77.278,126.319,,104.848,156.904,136.611,,115.251,130.565,,105.084,62.482,,61.041,151.702,50.256,76.499,-61.207,,105.958,,133.005,98.08,103.504,,147.972,113.598,,91.613,133.048,99.453,64.398,64.375,90.286,136.114,72.729,143.911,100.833,113.99,93.436,139.613,97.205,156.259,113.574,120.146,33.341,33.92,,111.467,139.864,150.607,56.677,159.428,57.438,140.529,88.722,140.671,140.748,
14/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.454,,,,,,,73.536,,,,,,,,,,,,,98.846,,,81.59,90.513,,73.958,,,166.781,,,,182.324,145.477,101.008,,,,,93.952,79.975,,143.059,154.001,7.671,,32.855,,156.996,151.337,72.321,129.331,,105.428,158.258,136.462,,122.724,132.56,,100.516,75.72,,74.254,154.206,48.394,74.508,-46.333,,101.952,,134.99,102.44,100.521,,148.137,109.8,,91.916,130.138,95.993,77.354,77.312,84.923,138.087,71.101,146.197,95.748,110.387,88.102,141.831,91.879,159.76,112.515,116.192,33.084,33.613,,110.306,142.168,152.95,54.914,159.126,56.957,142.733,83.723,142.947,143.108,
15/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.649,,,,,,,73.372,,,,,,,,,,,,,98.622,,,81.542,91.207,,74.479,,,168.129,,,,181.58,142.917,101.888,,,,,94.621,46.057,,142.909,155.956,8.001,,32.99,,157.345,151.893,72.1,129.223,,104.869,158.608,136.87,,122.91,131.965,,100.391,55.582,,58.787,154.925,49.05,74.669,,,102.308,,134.445,105.956,63.05,,147.942,58.631,,93.256,131.161,95.884,51.945,51.941,84.416,137.511,71.397,145.66,95.544,65.618,87.604,141.727,91.392,161.92,112.961,115.973,33.689,34.29,,110.827,141.575,152.269,55.593,158.989,57.424,142.324,83.618,142.609,142.855,
16/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.653,,,,,,,74.118,,,,,,,,,,,,,,,,82.94,,,75.161,,,168.147,,,,184.395,139.002,101.291,,,,,93.047,,,144.068,156.348,8.336,,33.703,,156.38,150.605,73.863,128.553,,104.982,159.233,137.515,,122.588,131.603,,101.931,,,,155.544,49.801,75.662,-52.506,,103.787,,133.964,107.653,,,149.245,,,91.374,129.892,97.079,,,86.129,137.375,72.294,145.499,97.16,,89.317,140.911,93.12,162.808,112.28,117.213,34.289,34.917,,110.131,141.5,152.352,56.363,160.1,57.682,142.33,85.172,142.51,142.624,
19/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.533,,,,,,,73.59,,,,,,,,,,,,,99.196,,,84.762,91.248,,74.685,,,171.409,,,,184.333,135.921,101.8,,,,,92.948,87.313,,143.207,158.106,8.604,,35.317,,156.335,152.575,76.204,131.858,,104.677,159.986,136.233,,123.282,132.198,,103.717,84.119,,82.93,157.076,50.144,77.333,260.873,,105.365,,134.582,109.846,100.218,,147.933,109.139,,90.705,131.589,98.67,85.368,85.318,88.753,137.908,73.944,145.92,99.27,109.823,91.93,141.141,95.777,164.303,112.418,119.223,35.417,36.103,,110.309,141.914,152.721,56.723,159.436,57.771,142.783,87.036,142.976,143.104,
20/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.5,,,,,,,73.854,,,,,,,,,,,,,97.123,,,84.809,91.112,,74.999,,,167.424,,,,185.477,144.338,101.994,,,,,93.314,67.912,,143.241,157.058,8.313,,34.276,,155.047,153.115,75.806,132.93,,101.592,160.587,136.977,,124.945,131.996,,103.866,62.647,,61.252,156.528,50.105,76.473,256.38,,105.422,,134.311,108.943,104.836,,148.21,114.589,,93.344,130.363,98.239,64.53,64.506,88.028,137.914,72.954,145.21,98.848,115.016,91.236,140.909,95.092,164.12,111.244,118.864,34.047,34.798,,109.176,141.197,151.963,56.641,159.454,57.979,143.03,86.985,143.189,143.281,
21/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.762,,,,,,,75.35,,,,,,,,,,,,,98.936,,,83.781,90.207,,76.431,,,170.585,,,,186.207,147.489,101.71,,,,,93.579,88.415,,143.651,160.7,8.072,,33.268,,154.857,153.923,74.782,136.5,,103.329,164.901,137.642,,126.328,131.33,,102.759,84.892,,83.586,160.772,51.099,75.461,252.128,,104.206,,133.729,112.647,100.397,,148.501,109.237,,92.402,129.589,97.219,86.272,86.218,87,137.039,71.956,145.013,97.652,109.972,90.213,140.987,94.083,168.041,111.131,118.267,34.517,35.35,,108.993,141.028,151.981,57.589,159.855,57.641,142.413,85.836,142.766,143.078,
22/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.742,,,,,,,73.949,,,,,,,,,,,,,97.599,,,83.228,91.011,,75.036,,,170.469,,,,187.226,149.786,101.397,,,,,93.654,66.671,,143.267,161.573,8.112,,32.972,,154.627,153.922,74.38,136.391,,103.729,165.614,137.583,,122.407,132.154,,102.173,61.169,,59.7,161.722,49.757,75.077,277.865,,103.828,,134.479,113.737,103.747,,148.102,113.433,,98.763,130.676,96.462,63.141,63.114,86.535,138.028,71.692,145.683,97.104,113.73,89.747,140.255,93.632,168.857,110.957,117.776,34.354,34.984,,108.808,141.729,152.676,56.296,159.479,58.125,143.267,85.224,143.451,143.57,
23/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.174,,,,,,,75.282,,,,,,,,,,,,,96.409,,,83.964,89.677,,76.41,,,171.87,,,,188.785,147.832,101.724,,,,,93.545,79.838,,144.356,162.009,8.606,,33.379,,154.519,155.067,75.244,137.927,,101.784,165.213,138.248,,128.128,132.594,,103.012,78.043,,77.337,161.704,51.036,75.294,251.724,,104.519,,134.931,113.987,91.729,,149.182,100.496,,97.642,131.037,96.821,78.749,78.715,87.383,138.406,72.02,146.415,97.969,101.192,90.605,141.163,94.502,169.319,111.104,118.672,35.069,35.805,,108.99,142.424,153.264,57.558,160.622,58.338,143.627,86.091,143.761,143.827,
26/06/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.822,,,,,,,75.025,,,,,,,,,,,,,96.258,,,84.833,90.068,,76.518,,,172.126,,,,195.554,147.451,100.757,,,,,103.602,75.34,,143.872,162.06,8.708,,34.081,,154.124,155.639,76.159,138.495,,112.99,166.163,136.456,,129.014,131.062,,103.907,71.978,,70.826,162.438,50.541,76.08,246.349,,105.207,,133.472,114.324,101.431,,148.094,110.416,,106.268,130.99,97.117,73.265,73.234,88.355,136.739,72.776,144.351,98.8,110.995,91.592,139.897,95.526,169.918,110.929,119.157,34.704,35.659,,108.815,140.344,151.087,57.055,160.316,58.394,141.767,86.894,141.949,142.071,
