Date,EJ587828 Corp,AN186890 Corp,EJ659528 Corp,EJ674167 Corp,EJ649517 Corp,EJ581231 Corp,EJ920995 Corp,EJ627710 Corp,EJ553406 Corp,EK069303 Corp,EJ897817 Corp,EJ443691 Corp,EJ515572 Corp,EJ934307 Corp,EJ826694 Corp,EJ534815 Corp,EJ715931 Corp,EK247585 Corp,EJ498874 Corp,EJ908617 Corp,EJ688391 Corp,EJ452011 Corp,EJ741756 Corp,EJ610002 Corp,EJ459493 Corp,EK233126 Corp,EJ479028 Corp,EJ534800 Corp,EK025072 Corp,EJ705872 Corp,EJ767257 Corp,EJ470284 Corp,EJ971610 Corp,EJ564219 Corp,EJ758684 Corp,EJ826682 Corp,EJ946283 Corp,EJ488325 Corp,EJ873058 Corp,EJ699643 Corp,EJ784272 Corp,EJ790549 Corp,EK144992 Corp,EJ724704 Corp,EJ749839 Corp,EJ498894 Corp,EJ774811 Corp,EJ639609 Corp,EJ495598 Corp,EJ699633 Corp,EJ649502 Corp,EJ570999 Corp,EJ853244 Corp,EJ528535 Corp,EK049043 Corp,EJ982718 Corp,EK082330 Corp,EJ993016 Corp,EJ946301 Corp,EK069321 Corp,EJ616923 Corp,EJ688401 Corp,EJ862943 Corp,EK040016 Corp,EJ733085 Corp,EK002549 Corp,EJ840046 Corp,EK006535 Corp,EK060695 Corp,EJ715921 Corp,EJ507290 Corp,EK013029 Corp,EK247579 Corp,AQ306937 Corp,EJ674162 Corp,EK171017 Corp,EJ591046 Corp,AP618124 Corp,AL473850 Corp,AO311188 Corp,EJ639604 Corp,EJ705867 Corp,EJ733080 Corp,AO849173 Corp,EK025090 Corp,EJ601488 Corp,EJ807539 Corp,EK120150 Corp,EK106827 Corp,EJ488330 Corp,EK093958 Corp,EJ495593 Corp,EJ817697 Corp,EJ724694 Corp,EJ616918 Corp,EK132698 Corp,EJ897805 Corp,AN038957 Corp,AQ217935 Corp,AO146638 Corp,EK049037 Corp,EJ807544 Corp,AO400713 Corp,EK002543 Corp,EK013023 Corp,EK180972 Corp,EJ971604 Corp,AP415462 Corp,EK171041 Corp,EJ553396 Corp,AP535320 Corp,EK157225 Corp,AO221797 Corp,AL382895 Corp,EJ958963 Corp,EJ659553 Corp,EJ817727 Corp,EJ528530 Corp,EJ627885 Corp,EJ873040 Corp,EJ887926 Corp,EJ452006 Corp,EJ749874 Corp,EJ767272 Corp,AP218220 Corp,EK093946 Corp,EK157213 Corp,EJ507110 Corp,EK180966 Corp,EK120132 Corp,EK144986 Corp,EJ564214 Corp,AP707134 Corp,EK233090 Corp,EJ570994 Corp,EK006523 Corp,EK106797 Corp,EK132674 Corp,AL746911 Corp,EJ862919 Corp,EJ839974 Corp,QJ910010 Corp,AQ473702 Corp,AQ023242 Corp,EJ920983 Corp,EJ934295 Corp,AQ555252 Corp,EJ888172 Corp,EJ851461 Corp,AQ385552 Corp,AQ123139 Corp,AO529967 Corp,EJ908557 Corp,AL601930 Corp,QJ807026 Corp,AO674339 Corp,AO583022 Corp,EK060689 Corp,AP113983 Corp,EK082342 Corp,AP043089 Corp,EK040034 Corp,AO771677 Corp,EJ993010 Corp,EJ958953 Corp,EJ982694 Corp,EJ515567 Corp,AP304602 Corp,EJ741751 Corp,EJ784292 Corp,EJ758669 Corp,EJ790539 Corp,EJ774771 Corp,QJ728198 Corp
05/04/2018,,225.097,379.021,386.932,377.256,346.888,395.826,383.834,345.671,393.006,393.494,405.88,364.194,396.04,403.742,344.171,385.657,379.611,360.059,389.531,382.291,393.268,412.027,382.035,391.204,383.651,367.677,304.957,343.309,382.558,405.154,384.339,391.152,346.379,415.854,357.701,358.862,373.997,390.462,384.49,401.957,395.98,380.314,396.363,412.91,307.859,396.959,377.543,348.356,337.474,330.576,352.761,396.908,363.556,393.347,385.541,363.999,392.512,401.923,343.866,382.075,354.029,391.256,395.568,414.686,392.02,387.438,385.942,389.876,346.79,345.823,392.336,327.516,234.783,348.776,323.789,363.315,216.489,265.796,238.465,346.263,343.889,371.431,250.279,391.8,358.503,360.316,375.408,369.286,341.233,381.382,313.206,357.701,347.253,337.245,382.121,355.208,,224.61,263.707,345.309,395.437,238.486,345.642,347.156,382.357,362.199,232.201,376.87,279.563,203.07,381.117,263.686,262.372,390.096,339.094,391.411,293.677,341.845,350.521,357.769,358.418,370.02,365.414,212.859,328.428,327.787,304.882,329.009,329.11,325.669,280.142,238.059,328.103,297.209,323.287,328.457,328.622,262.943,349.976,357.701,357.553,203.396,216.612,346.476,349.906,214.558,394.236,357.777,206.027,212.728,264.461,356.558,233.633,357.826,275.369,263.09,350.045,242.612,326.18,292.189,350.09,258.375,357.553,357.733,360.301,294.391,226.036,371.663,343.465,373.213,339.242,351.66,348.774
06/04/2018,,230.451,385.409,393.341,383.809,353.967,402.325,390.112,352.067,399.181,399.833,415.084,370.596,402.613,410.167,351.053,392.096,386.06,366.455,396.191,393.621,399.675,418.41,388.313,397.608,390.1,374.2,312.068,351.528,389.594,411.536,391.157,397.605,352.775,422.237,364.267,365.193,380.394,396.846,390.877,408.414,402.468,386.766,402.761,419.634,314.467,403.246,381.259,354.751,344.145,340.716,359.153,403.216,369.959,400.129,391.81,370.534,398.965,406.984,349.774,388.353,360.591,397.415,402.018,421.069,398.47,394.568,392.211,396.325,353.351,349.745,398.937,333.551,241.932,355.339,330.152,369.717,222.86,271.05,244.516,352.837,350.449,377.973,256.592,400.188,364.244,366.883,381.857,375.731,347.837,387.831,319.81,364.267,353.806,343.837,388.57,361.951,,231.705,269.749,351.217,401.771,244.537,351.528,355.462,390.332,368.548,239.195,383.322,286.177,210.201,387.568,269.728,267.543,396.549,342.599,397.792,300.294,348.523,357.092,364.34,364.99,376.562,371.96,219.204,334.274,333.947,311.218,334.896,334.9,331.708,286.755,244.916,333.919,303.817,329.602,334.302,334.412,267.131,356.548,364.267,366.65,211.324,223.688,353.225,356.655,221.617,401.948,364.348,213.054,219.745,270.763,363.308,239.397,364.157,281.673,269.391,355.955,249.577,332.008,299.133,355.978,264.676,366.65,364.081,366.65,301.008,233.026,378.205,350.393,379.755,345.958,358.209,354.98
07/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2018,,229.068,384.834,393.244,384.035,353.066,399.406,390.171,352.567,396.083,400.209,415.241,370.66,399.381,409.639,349.648,392.679,386.562,366.951,396.979,392.165,399.791,418.894,388.396,396.244,390.602,377.42,312.381,351.003,389.645,408.631,393.442,398.101,352.397,422.721,364.655,364.385,380.885,397.338,391.159,407.115,401.985,387.034,403.254,420.118,314.493,401.399,390.449,355.246,344.522,341.143,354.844,402.905,370.029,399.632,392.203,370.87,399.461,407.147,349.834,388.436,361.023,398.088,401.356,421.553,398.966,395.812,392.602,396.821,353.783,351.094,399.455,332.59,242.802,355.77,330.333,359.591,223.156,269.089,244.813,353.274,350.881,378.396,256.901,399.713,364.554,367.27,382.356,376.23,348.267,388.329,320.245,364.655,354.232,344.285,389.069,360.794,,232.64,270.045,351.243,401.273,244.834,351.003,352.56,397.702,368.175,239.98,382.953,286.623,234.788,389.373,270.024,266.325,397.045,343.097,398.28,300.737,349.008,357.482,364.731,365.397,376.985,372.385,219.503,333.565,333.008,311.529,333.784,334.247,331.15,287.201,245.528,333.293,304.268,329.98,333.594,333.759,265.913,356.938,364.655,366.277,213.032,224.695,353.378,356.809,222.6,406.489,364.569,214.095,220.724,271.067,363.463,239.718,364.44,281.429,269.695,355.982,250.232,331.336,299.275,355.452,264.978,366.249,364.356,366.249,301.452,233.846,378.628,350.585,380.178,346.153,358.368,354.213
10/04/2018,,231.938,385.929,390.774,382.695,357.177,401.102,389.562,350.114,392.97,400.862,413.104,370.434,401.216,409.091,348.604,390.224,384.039,364.495,394.445,391.123,392.736,416.432,387.783,402.103,388.079,375.196,312.093,351.021,387.031,410.639,392.847,395.568,351.807,420.259,362.111,365.02,378.426,394.884,388.883,406.367,401.346,384.596,400.816,416.845,312.439,401.324,383.304,352.789,343.58,338.708,352.381,401.712,369.801,396.432,390.732,369.119,396.928,404.979,351.548,387.824,356.562,395.629,400.864,419.091,396.434,393.613,391.142,394.288,351.316,349.128,396.975,334.361,242.014,353.923,328.942,357.069,220.514,269.903,253.74,350.809,348.58,374.067,254.266,397.042,361.925,364.727,379.827,373.7,345.795,385.8,317.777,362.111,351.76,341.831,386.54,359.404,,231.833,267.452,350.955,400.339,253.686,351.021,353.146,397.113,368.206,239.304,381.3,284.161,232.149,386.861,267.431,270.71,394.512,341.714,395.822,298.275,346.475,354.939,362.188,362.892,374.511,369.911,216.858,333.592,332.897,308.993,333.787,334.275,330.717,285.699,244.722,333.418,301.813,327.859,333.621,333.787,269.879,354.395,362.111,366.304,210.587,223.783,350.647,354.465,221.747,404.319,362.131,213.097,219.848,268.736,360.734,238.314,361.806,281.368,279.088,355.702,249.645,333.627,298.876,355.456,262.339,366.304,361.721,366.304,298.989,233.167,376.155,349.029,377.705,343.456,355.929,353.944
11/04/2018,,231.015,384.364,391.448,381.765,349.749,399.957,391.303,350.793,393.633,399.582,412.896,372.393,402.217,405.744,347.449,389.059,384.708,365.168,395.111,391.802,406.259,419.401,389.52,387.991,388.747,375.631,313.794,347.334,387.663,409.091,393.946,396.234,352.485,420.91,368.168,360.156,372.046,395.545,391.813,405.24,399.091,383.809,401.54,418.315,319.404,400.565,390.065,353.462,344.738,339.247,353.068,400.769,371.76,397.081,392.004,372.732,397.593,405.899,346.056,389.56,358.147,399.136,399.111,419.742,397.098,409.391,392.425,394.951,357.833,349.967,397.713,329.602,242.994,359.384,328.981,357.762,232.359,265.85,249.861,351.273,356.274,380.992,258.379,397.249,362.415,365.376,385.726,374.369,346.278,386.467,329.557,362.76,352.226,342.309,387.206,358.715,,232.805,273.16,347.5,399.135,249.816,347.3,348.9,394.207,363.544,240.215,380.386,284.659,238.1,387.517,273.16,263.265,395.178,340.882,396.479,298.766,349.338,360.651,362.847,364.941,374.962,375.565,216.926,329.784,330.397,310.695,330.427,333.924,328.878,286.187,245.749,333.104,302.301,327.665,333.269,329.944,262.852,360,368.168,361.647,211.388,224.705,357.34,359.115,222.727,404.266,362.823,214.018,220.76,276.287,361.397,237.91,358.115,281.399,279.119,352.218,250.527,327.521,299.731,351.786,262.365,361.648,357.863,361.648,299.481,234.083,376.605,350.111,380.426,353.056,360.535,350.466
12/04/2018,,229.719,367.99,386.416,377.311,344.401,392.445,386.21,345.762,388.532,393.331,413.331,367.313,392.416,402.797,342.417,385.857,379.622,360.137,390.017,381.625,390.759,412.046,384.435,382.944,383.662,370.583,308.614,343.616,382.65,401.789,389.123,391.14,347.455,415.872,357.649,356.999,367.815,390.513,384.509,400.137,390.486,380.324,396.507,413.27,307.36,393.105,381.457,348.427,339.523,333.945,348.037,393.348,366.682,392.403,386.875,361.219,392.5,401.172,341.951,384.475,353.122,391.399,389.955,414.704,392.007,389.231,387.298,389.85,346.596,345.173,392.73,323.587,237.878,348.583,323.576,352.732,215.408,262.725,236.822,346.102,343.692,371.183,249.133,392.614,358.096,360.26,375.397,369.27,319.909,381.37,313.104,357.643,347.024,337.153,382.11,353.684,,227.703,262.058,343.398,394.491,236.843,343.651,347.429,390.408,360.695,235.101,375.296,279.485,227.059,382.426,262.037,260.226,390.084,336.055,391.439,293.619,341.107,350.487,357.739,358.35,369.77,365.174,211.724,326.142,326.781,305.548,326.812,328.793,324.955,281.024,240.62,327.985,297.143,322.254,326.17,326.336,259.845,349.943,357.643,358.849,206.268,219.611,346.302,349.736,217.621,400.618,357.7,208.914,215.656,263.281,356.396,232.783,356.699,273.936,261.916,348.147,245.393,322.385,294.464,348.077,257.183,358.849,356.628,358.793,294.334,228.971,371.414,344.926,372.966,338.933,351.312,346.671
13/04/2018,,231.211,387.828,388.14,380.763,347.855,397.643,388.15,347.522,390.228,395.189,410.829,354.395,397.853,406.716,345.428,387.583,381.334,361.884,391.711,387.938,394.947,413.749,386.385,392.469,385.373,372.871,311.321,346.068,384.386,407.755,390.313,392.834,348.229,417.575,359.203,360.799,375.796,392.23,386.198,403.613,397.861,380.518,398.223,414.973,309.425,398.096,379.441,350.174,342.023,335.691,349.794,398.518,368.693,393.789,389.025,364.67,394.194,402.543,346.481,386.424,354.853,392.971,397.813,416.407,393.697,390.948,389.45,391.546,348.225,347.038,394.556,332.822,240.503,350.828,325.425,354.488,217.395,264.255,247.993,347.731,345.488,369.216,250.004,396.154,359.562,361.819,377.105,370.98,342.765,383.077,314.749,359.203,352.277,338.814,383.816,356.146,,230.327,262.63,346.252,397.166,247.993,346.068,349.962,393.471,363.814,237.697,378.589,281.166,227.979,384.133,262.609,264.732,391.778,339.81,393.156,295.288,342.641,352.047,359.298,359.951,371.373,366.786,212.642,328.571,328.784,307.209,328.814,329.255,327.156,281.745,243.195,328.523,298.831,323.413,328.599,328.766,263.897,351.502,359.203,361.909,208.808,222.219,347.411,351.232,220.236,401.942,359.254,211.492,218.23,264.447,357.506,233.424,357.58,276.805,274.523,351.009,247.969,328.58,296.945,350.535,258.04,361.909,357.525,361.909,296.003,231.574,373.017,347.109,374.568,340.148,352.938,349.73
14/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2018,,227.272,388.577,387.796,387.359,350.297,396.455,387.138,347.168,390.095,393.576,401.276,354.266,394.575,405.617,346.726,387.542,381.224,361.811,391.575,388.274,394.837,413.707,385.4,384.624,385.263,367.638,309.286,351.098,382.456,407.744,390.762,392.698,348.015,417.527,359.017,364.685,375.75,392.197,385.401,403.461,375.646,356.231,398.184,416.189,309.248,403.94,380.93,350.144,340.559,335.444,346.77,403.737,367.807,392.181,388.57,364.881,394.063,402.303,349.437,385.438,353.442,395.476,397.677,416.36,393.562,392.665,388.977,391.419,348.05,347.641,393.426,336.532,236.214,350.649,321.552,354.038,221.291,268.747,246.633,347.539,345.313,369.025,258.75,393.547,359.432,361.632,376.989,370.865,342.57,382.96,314.515,359.017,352.051,338.581,383.7,355.62,,226.339,271.86,350.883,403.811,246.654,350.913,353.546,390.822,368.046,233.789,375.359,281.006,231.877,385.939,271.839,271.125,391.649,345.604,393.121,295.12,342.453,351.863,359.11,359.778,371.194,366.609,211.855,333.859,334.146,307.036,334.176,334.584,328.994,284.793,238.69,333.651,298.674,346.018,333.921,333.884,270.711,351.318,359.017,366.148,205.528,218.438,346.892,350.711,216.595,401.856,358.508,208.109,214.551,273.783,356.983,228.901,362.642,282.2,271.926,355.63,243.838,331.406,291.874,355.557,257.382,366.148,362.36,366.148,295.835,227.782,372.837,345.163,374.388,339.642,352.081,354.951
17/04/2018,,220.431,388.565,388.508,387.683,350.273,396.078,389.792,349.149,390.812,391.918,401.214,355.165,393.131,406.327,348.928,388.285,381.967,362.615,392.326,388.552,393.795,414.457,388.041,390.26,386.005,372.901,313.505,351.211,379.708,409.024,393.513,393.458,341.006,418.239,359.702,365.075,376.495,392.942,384.303,404.207,376.445,356.771,398.897,416.9,309.744,398.752,381.705,350.89,343.463,336.084,347.419,403.725,370.67,391.344,390.345,365.902,394.811,402.208,349.89,388.08,348.229,396.447,399.111,417.071,394.281,401.449,390.777,392.163,348.531,348.792,393.966,341.22,242.651,377.68,326.246,357.541,227.446,270.527,247.423,348.018,345.795,369.685,259.441,392.737,360.307,362.317,377.731,371.608,343.084,383.701,315.074,359.702,352.688,339.124,384.44,356.519,,232.492,272.65,351.383,403.777,247.444,351.211,353.785,390.465,368.737,239.795,376.076,281.487,237.467,389.716,272.629,271.24,392.398,344.957,393.867,295.614,342.938,352.554,359.801,360.382,371.686,367.098,222.803,333.069,334.535,307.533,328.066,333.76,330.025,282.477,245.193,333.589,299.152,323.275,333.098,333.263,270.827,352.01,359.702,366.838,210.874,224.36,347.837,351.655,222.389,402.047,356.909,213.575,220.3,274.481,357.926,233.764,363.032,282.589,272.614,356.13,250.032,331.02,298.728,355.669,258.065,366.838,363.049,366.838,296.33,233.693,373.328,348.31,374.879,340.508,350.134,354.302
18/04/2018,,218.892,384.668,384.641,384.073,346.327,391.538,383.664,344.518,386.918,386.563,407.694,350.965,387.656,403.31,347.271,384.434,378.099,358.772,388.461,376.996,391.189,410.619,381.934,386.314,382.135,369.312,308.897,347.28,373.376,406.462,388.602,389.604,338.405,414.362,355.681,361.009,367.03,389.103,379.732,400.327,373.037,354.978,395.025,413.024,305.7,399.603,376.794,347.048,338.705,332.805,343.599,399.873,364.449,386.132,385.044,362.286,390.943,400.61,345.896,381.973,341.392,392.601,396.622,413.195,390.388,402.032,385.465,388.296,344.505,346.549,389.911,336.83,239.196,373.042,322.368,351.481,223.129,268.723,243.046,343.975,341.77,365.943,255.142,387.5,356.432,358.295,373.862,367.743,339.027,379.828,311.105,355.681,349.523,335.165,380.567,352.213,,228.979,268.278,347.344,399.913,243.067,347.28,349.913,385.525,364.43,236.308,374.515,277.453,233.153,384.194,268.257,268.764,388.533,345.625,390.027,291.575,338.904,348.536,355.78,356.362,367.669,363.079,218.49,328.692,330.579,303.491,323.682,330.638,326.848,278.414,241.753,329.681,295.128,319.331,329.975,330.141,268.434,347.993,355.681,362.531,207.178,220.82,343.518,347.334,218.774,399.262,347.408,209.905,216.713,270.173,353.603,231.096,358.73,278.459,268.314,351.761,246.607,326.645,295.393,351.741,253.808,362.531,358.741,362.531,292.291,230.186,369.311,343.677,370.86,338.195,342.031,349.999
19/04/2018,,216.712,381.887,380.394,380.24,343.196,387.804,379.091,340.064,382.715,383.294,404.999,346.693,383.497,401.599,344.58,380.694,374.903,354.522,385.857,372.772,387.349,407.883,377.372,377.242,378.776,369.408,305.804,346.215,367.142,402.536,385.983,386.933,335.199,410.132,352.978,359.831,360.163,386.249,377.268,397.167,372.487,351.487,390.788,408.794,303.087,397.865,378.126,343.537,335.37,330.184,339.33,394.691,359.847,381.732,380.879,358.374,388.191,398.41,344.914,377.411,334.874,388.354,392.747,408.965,386.194,398.211,381.294,385.68,341.916,342.287,386.062,333.697,237.553,367.43,320.809,346.819,219.535,268.469,239.822,341.085,339.233,364.768,251.592,383.237,351.735,355.518,370.864,365.01,336.245,376.568,309.11,352.978,346.932,332.897,377.279,350.117,,227.276,265.061,346.365,397.392,239.843,346.215,348.816,383.245,363.37,234.681,366.862,274.976,230.145,379.739,265.04,268.577,385.922,346.101,387.101,289.034,334.887,346.036,353.069,353.354,365.457,360.692,214.905,328.616,329.599,300.885,320.542,329.309,327.131,277.046,240.121,328.665,292.527,317.062,328.645,328.811,268.162,345.511,352.978,361.465,205.253,219.073,341.605,345.334,216.956,394.581,340.059,208.007,214.915,266.621,351.507,230.908,359.789,276.907,264.761,351.127,245.053,326.628,293.897,350.687,252.022,361.465,359.561,361.465,289.744,228.542,367.039,340.453,368.535,336.72,335.695,349.59
20/04/2018,,214.898,377.094,374.965,375.405,339.924,382.673,373.28,334.297,399.086,376.868,399.022,340.917,377.688,396.165,339.693,375.369,370.043,348.847,381.452,367.875,381.946,403.339,371.572,371.767,373.778,362.197,300.887,342.525,359.953,396.909,381.918,382.664,330.027,404.729,348.758,355.815,355.178,381.644,371.33,392.322,367.919,348.468,385.376,403.39,299.218,393.165,372.792,338.443,330.397,325.34,333.833,390.629,353.975,378.383,375.347,353.205,383.673,394.933,341.129,371.611,327.259,383.038,387.226,403.561,380.744,395.837,375.758,381.273,337.834,336.84,380.924,329.251,233.813,365.891,317.339,340.993,214.568,265.504,235.286,336.694,335.195,360.009,246.688,377.283,345.874,351.239,366.172,360.53,332.165,371.66,304.586,348.758,342.042,328.225,372.348,346.814,,223.514,260.535,342.581,393.189,235.308,342.502,345.099,377.598,359.471,230.978,366.03,271.277,225.182,377.284,260.514,265.514,381.514,345.044,382.437,285.236,332.069,341.973,348.84,348.907,361.861,356.788,209.96,325.26,325.82,297.012,316.109,325.92,325.478,271.613,236.388,324.904,288.667,313.167,325.255,325.421,265.099,341.463,348.757,357.565,201.373,215.307,338.426,342.087,213.112,388.595,332.838,204.139,211.117,261.723,348.19,229.005,354.867,273.058,259.862,347.347,241.393,323.008,290.206,346.978,248.961,357.63,354.62,357.565,285.941,224.829,363.201,335.672,364.656,332.174,328.881,345.576
21/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/04/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018,,217.088,377.627,375.153,371.878,340.538,385.761,374.15,335.436,401.412,378.836,399.191,341.962,379.934,396.354,341.219,387.94,371.192,367.42,382.65,373.183,382.795,404.446,372.464,373.684,374.867,361.326,302.219,347.26,358.496,397.752,377.353,383.668,337.039,404.883,350.069,358.584,356.381,382.835,370.716,393.34,368.932,348.355,385.543,403.544,300.587,395.68,373.081,339.752,331.468,326.391,334.031,393.044,354.928,380.757,376.263,353.543,384.823,394.787,343.333,372.502,324.886,383.315,388.1,403.658,380.799,396.804,376.681,382.477,339.126,336.997,381.015,335.002,235.569,366.853,318.09,342.065,213.756,269.334,247.339,337.888,336.511,360.812,246.164,377.459,349.234,352.521,367.395,361.834,333.267,372.787,305.836,350.069,342.969,329.289,373.463,347.762,,225.295,259.666,346.98,395.516,247.339,347.26,347.057,380.019,361.898,232.681,367.751,272.867,224.373,377.476,259.645,267.558,382.713,346.419,383.609,286.714,333.346,343.356,350.154,350.123,362.796,357.931,209.159,327.468,328.104,298.395,315.232,325.051,327.761,271.3,238.073,328.957,290.115,313.291,327.497,327.664,267.142,342.849,350.069,362.375,203.08,217.087,339.39,343.055,214.884,388.799,331.37,205.865,212.848,260.917,349.15,230.234,354.062,274.943,259.057,349.495,243.036,325.779,291.557,349.084,250.362,362.375,353.821,362.375,287.412,226.548,364.296,336.448,365.746,332.921,327.324,349.497
24/04/2018,,224.366,362.122,370.167,361.449,339.215,384.081,371.785,333.147,400.503,377.112,406.592,339.673,379.338,390.847,333.422,388.533,369.237,367.86,380.741,371.063,378.6,402.282,370.109,369.832,372.895,364.24,300.882,346.552,354.768,395.46,379.974,381.725,334.899,396.001,348.497,357.373,354.231,380.691,368.359,391.387,367.003,346.094,383.434,401.45,299.365,393.178,369.9,337.653,330.022,324.994,332.311,388.516,352.549,378.985,374.248,351.709,382.897,393.43,342.58,370.146,321.126,380.686,386.04,401.617,378.742,396.162,374.661,380.553,337.779,333.283,379.141,334.365,235.592,368.221,318.312,339.739,212.508,269.803,246.444,336.54,335.169,359.316,244.972,379.035,347.096,350.941,365.47,359.933,331.958,370.831,304.578,348.497,341.522,327.919,371.505,346.752,,225.321,258.772,346.241,388.945,246.444,346.541,346.475,380.482,360.657,232.744,365.155,271.712,223.129,372.166,258.75,268.077,380.797,345.136,381.46,285.525,332.031,341.792,348.576,348.603,361.338,356.504,207.989,326.688,327.418,297.174,314.931,327.52,329.867,269.399,238.104,328.14,288.891,313.238,326.853,327.02,268.713,341.286,348.497,361.143,203.051,217.137,338.356,342.027,214.869,386.407,328.313,205.851,212.872,259.79,348.13,231.891,352.84,273.759,257.93,348.814,243.124,325.025,291.542,348.518,250.348,361.143,352.577,358.725,286.222,226.619,362.857,335.347,364.308,331.878,324.15,348.274
25/04/2018,,221.695,357.924,365.97,373.884,336.339,380.298,367.936,329.378,400.312,375.147,408.884,335.888,375.686,390.084,329.201,382.836,365.45,360.82,376.922,366.869,379.979,398.321,375.964,367.535,369.109,364.069,298.004,343.8,353.312,391.544,375.783,377.902,330.673,397.299,345.079,354.018,350.392,376.751,367.613,387.592,359.716,341.713,379.247,397.27,296.457,389.277,365.656,333.841,326.891,321.845,327.64,383.163,348.712,375.194,370.424,347.738,379.073,396.685,339.808,366.304,315.508,374.45,382.253,397.384,374.574,390.918,370.842,376.728,334.636,329.068,378.429,333.328,233.738,366.387,316.682,335.942,209.141,268.637,243.593,333.524,332.022,355.991,241.647,375.66,343.134,347.525,361.697,356.14,328.976,367.051,301.705,345.079,338.297,324.97,367.725,343.681,,223.435,268.975,343.458,384.755,243.592,343.8,344.989,378.383,359.236,230.906,360.972,268.86,219.755,368.64,268.975,267.077,376.979,342.742,377.519,282.651,328.973,338.342,345.152,345.335,357.998,353.215,204.765,326.963,327.799,294.271,313.59,328.527,327.038,267.487,236.264,325.278,285.993,311.193,326.992,327.159,267.663,337.835,345.079,357.773,201.024,215.239,335.199,338.9,212.908,381.647,323.308,203.849,210.929,256.616,345.039,231.515,349.492,270.518,254.756,347.526,241.336,322.251,289.756,347.148,248.267,357.773,349.213,357.773,283.346,224.772,359.526,332.272,360.986,328.773,323.164,344.925
26/04/2018,,214.848,371.734,375.862,378.341,341.485,384.882,372.992,334.616,398.181,380.141,410.693,341.147,380.244,394.605,338.953,391.995,389.245,368.476,381.343,376.104,392.69,408.875,372.382,371.732,379.457,367.628,303.265,346.816,355.696,412.293,384.065,382.355,334.25,409.92,349.738,357.518,378.846,381.193,362.575,392.096,363.12,369.314,382.721,406.61,322.454,407.838,369.756,338.592,331.681,326.61,331.088,385.711,354.003,379.733,374.919,351.386,383.508,400.22,342.832,371.356,317.702,376.05,386.858,400.854,378.094,395.194,375.351,381.151,339.401,333.43,383.809,334.848,238.482,368.518,320.435,341.213,212.695,269.52,246.935,338.634,336.773,360.562,245.16,380.251,348.1,352.196,379.022,379.022,334.087,379.022,306.866,349.738,342.966,330.093,372.326,348.394,,228.168,259.043,346.486,407.877,246.934,346.816,348.583,382.289,362.746,235.586,373.458,314.547,223.3,377.379,259.022,267.52,381.399,345.079,381.984,311.574,333.917,342.974,349.81,350.136,362.536,357.823,208.596,326.636,327.19,315.595,317.443,327.446,326.847,314.547,240.977,328.397,314.323,314.598,326.778,326.945,269.11,342.465,349.738,361.281,205.693,219.945,339.875,343.603,217.637,397.073,330.454,208.53,215.605,260.452,349.757,234.387,352.989,274.131,258.59,348.786,225.995,325.29,332.945,348.398,252.682,361.281,352.715,361.281,312.003,229.456,364.09,336.904,365.558,333.407,328.378,348.432
